company,email,industry,city,state,country,originalWebsite,source,status,personalisedColdEmail,mockupEmail,personalizedObservation,salesNote,tags,leadScore,estimatedValue,lowestEstimate,highestEstimate,dateAdded
Simonini Homes,info@simonini.com,Custom home building,Charlotte,NC,USA,https://simonini.com,cold-outreach,researched,"Subject: your portfolio, sorted

Hi [First Name],

I went through your site in Charlotte the way a couple with a lot to spend and a specific idea does — looking for the one project that looks like the house in their head.

Nobody builds at this level by accident — the craft comes across.

But something structural is working against you, and it isn't anybody's fault. What people are actually frightened of is the process — eighteen months, their money, decisions they've never made before — and almost no builder's site addresses that anywhere, so the fear does its work in silence. That's a real project deciding, quietly, that you're not the one — on no evidence either way.

So rather than describe what I'd change, I'd rather just build it. I'll put together a homepage concept for Simonini Homes, free, and send it to you. No meeting required to get it, no invoice at the end, no catch. Look at it for two minutes and tell me I'm wrong if I am.

Should I put one together for you?

[Sender Name]
Bothmade","Subject: here it is

Here it is — Simonini Homes, as promised.

The portfolio filterable by budget band, style and scope, so the couple with a specific project finds their project in about nine seconds.

It's a design, not a live site — nothing on it actually clicks yet. I'd rather be straight about that than fake a working demo.

Two questions I'd genuinely like your view on, whether or not this goes anywhere: is budget band something you'd ever show publicly? And what's the one question you wish every enquiry answered before you called them?

[Sender Name]","the portfolio is the entire product and there is no way to sort it by budget, style or scope","Confirm the inbox before sending — info@ is the convention, not a verified address.",field-run-003;custom-home-building;NC,75,22000,"$12,000","$35,000",06082026
Skin Envy Austin,,Med spa,Austin,TX,USA,,cold-outreach,researched,"Subject: Austin · your regulars vs your website

Hi [First Name],

I looked at Skin Envy Austin as somebody who has decided they want tox and just needs to pick where. Phone, evening, ten minutes of attention, maximum.

Your reputation locally is obvious, and that is the hardest part of this business to build.

There's a problem underneath it that isn't anybody's fault. Your reviews are your best salesperson and they live on Google, not on your homepage, where the person deciding between you and the spa down the road never sees them. Every one of those is revenue that left without leaving a trace.

Here's what I'd like to do about it. I'll build Skin Envy Austin a homepage concept — a real one, designed for your business, not a template with your logo dropped in — and send it over. It costs you nothing and there's no obligation attached to it. If you like it we can talk. If you don't, you keep the ideas and I go away.

Say the word and I'll start on it — want it?

[Sender Name]
Bothmade","Subject: the concept, as promised

Here it is. Two minutes and you have seen it.

Booking is the homepage — pick the treatment, pick a time, done — with the reviews sitting right beside it where they close the sale.

It's a static design rather than a working build, so nothing clicks. I'd rather show you the idea honestly than fake a demo.

Two things I'd like your view on: are prices on the site a help or a headache for you? And which treatment brings you the most new clients?

[Sender Name]",the reviews doing the selling live on Google rather than on the homepage where the decision is made,"No website found in research. Look up the site and address, or call.",field-run-003;med-spa;TX,75,10000,"$5,000","$18,000",06082026
Skin and Cancer Associates,info@skinandcancerassociates.com,Cosmetic dermatology,Boca Raton,FL,USA,https://skinandcancerassociates.com,cold-outreach,researched,"Subject: your cosmetic side, buried

Hi [First Name],

I looked at Skin and Cancer Associates the way a patient booking elective work does: on a phone, at night, cash in hand, comparing three practices.

Board-certified dermatology carries real weight against a med spa, and your site does establish that.

But there's something structural in the way, and it isn't anybody's fault. The cash-pay cosmetic patient and the insurance patient want opposite things, and one homepage can only ever be built for one of them. So the patient with a credit card and no referral goes to a med spa with a better website and less training.

Here's my offer, and it's a simple one. Let me build Skin and Cancer Associates a homepage concept for free. I'll design it around exactly this problem, send it over, and you decide. There's no obligation and nothing to sign to see it — I'd rather show you what we do than tell you.

Worth two minutes of your time? Just reply yes.

[Sender Name]
Bothmade","Subject: Skin and Cancer Associates — here it is

Here it is.

A cosmetic entrance that doesn't compete with the medical one: treatments, results and booking, in one screen, without hiding the dermatology credentials that beat every spa in town.

It's a design, not a live site — nothing on it actually clicks yet. I'd rather be straight about that than fake a working demo.

Two questions either way: is splitting cosmetic from medical the right division, or would that cost you crossover? And which treatment brings the most new cash-pay patients?

[Sender Name]","the cash-pay cosmetic side is buried under the medical side, and it is the side with the margin","Confirm the inbox before sending — info@ is the convention, not a verified address.",field-run-003;cosmetic-dermatology;FL,75,11000,"$6,000","$20,000",06082026
Skyview Dentistry,,Cosmetic dentistry,Charlotte,NC,USA,,cold-outreach,researched,"Subject: your veneer cases, and your website

Hi [First Name],

I went looking for a cosmetic dentist in Charlotte the way a veneer patient does — evening, on a phone, wanting to see cases and find out roughly what it costs before speaking to anybody.

The clinical side is clearly strong, and this is a category where patients can tell.

But there's something structural working against you, and it isn't anyone's fault. Cosmetic patients and check-up patients want completely different things, and one homepage is nearly always built for the check-up patient — so the $15k case has to hunt for what it came for. They don't call in the morning. They keep scrolling, and someone else gets the case.

Here's my offer, and it's a simple one. Let me build Skyview Dentistry a homepage concept for free. I'll design it around exactly this problem, send it over, and you decide. There's no obligation and nothing to sign to see it — I'd rather show you what we do than tell you.

Want me to send one over?

[Sender Name]
Bothmade","Subject: Skyview Dentistry — here it is

Here it is.

A homepage built for the cosmetic patient: before-and-afters at the top, the range in plain numbers, and a request form that takes fifteen seconds.

It's a design, not a live site — nothing on it actually clicks yet. I'd rather be straight about that than fake a working demo.

Two questions I'd like your answer to either way: does putting a price range on the site help you or bring you the wrong calls? And is it veneers or implants that pays best for you?

[Sender Name]","a $15k veneer case is decided from before-and-afters and a price range, and neither is easy to reach","No website found in research. Look up the site and address, or call.",field-run-003;cosmetic-dentistry;NC,75,12000,"$6,000","$22,000",06082026
Smile on Nashville,,Cosmetic dentistry,Nashville,TN,USA,,cold-outreach,researched,"Subject: Nashville · the 9pm booking problem

Hi [First Name],

I looked at Smile on Nashville as somebody quietly researching a smile makeover would. On a phone, at night, not ready to ring a front desk yet.

You are obviously good at the dentistry. That is not the problem here.

But there's a structural problem underneath it that isn't anyone's fault. A veneer case is a fifteen-thousand-dollar decision made from before-and-after photos and a price range — and on most practice sites the photos are buried in a subpage and the price is nowhere at all, which reads as expensive rather than as discreet. That's the biggest case of the month deciding not to ring.

I'd like to build you one. A homepage concept for Smile on Nashville, designed properly, at my expense — not a proposal, not a deck, the actual thing. Yours to keep whether we ever work together or not. Most people who see theirs want to talk. Some don't, and that's genuinely fine.

Say the word and I'll start on it — want it?

[Sender Name]
Bothmade","Subject: Smile on Nashville — here it is

Here it is.

A homepage built for the cosmetic patient: before-and-afters at the top, the range in plain numbers, and a request form that takes fifteen seconds.

It's a static design rather than a working build, so nothing clicks. I'd rather show you the idea honestly than fake a demo.

Two things I'd genuinely like your view on: would you separate the cosmetic patient from the general one like this? And how many cases a month start as a form rather than a call?

[Sender Name]",the cosmetic patient and the check-up patient want opposite things from one homepage,"No website found in research. Look up the site and address, or call.",field-run-003;cosmetic-dentistry;TN,75,12000,"$6,000","$22,000",06082026
Sopris Homes,,Custom home building,Boulder,CO,USA,,cold-outreach,researched,"Subject: Boulder · the $3M enquiry problem

Hi [First Name],

I looked at Sopris Homes as somebody about to hand a builder several million dollars would. They look at photos, they look for a long time, and they are trying to find themselves in your work.

Nobody builds at this level by accident — the craft comes across.

But something structural is working against you, and it isn't anybody's fault. What people are actually frightened of is the process — eighteen months, their money, decisions they've never made before — and almost no builder's site addresses that anywhere, so the fear does its work in silence. And half the calls you do take were never going to be anything.

Here's what I'd like to do about it. I'll build Sopris Homes a homepage concept — a real one, designed for your business, not a template with your logo dropped in — and send it over. It costs you nothing and there's no obligation attached to it. If you like it we can talk. If you don't, you keep the ideas and I go away.

Say the word and I'll start on it — want it?

[Sender Name]
Bothmade","Subject: here it is

Here it is. Two minutes and you have seen it.

Projects sortable the way people actually choose, plus the process laid out month by month, because that's the thing they're really nervous about.

It's a static design rather than a working build, so nothing clicks. I'd rather show you the idea honestly than fake a demo.

Two things I'd like your answer to: do people arrive with a lot already, or before? And would showing the process month by month help you or scare people?

[Sender Name]","the enquiry form asks for a name and a message, so every lead arrives unqualified","No website found in research. Look up the site and address, or call.",field-run-003;custom-home-building;CO,75,22000,"$12,000","$35,000",06082026
South Coast MedSpa,,Med spa,Newport Beach,CA,USA,,cold-outreach,researched,"Subject: one thing about your booking

Hi [First Name],

I looked at South Coast MedSpa the way a client who follows you on Instagram does — arriving from a phone, already sold on the treatment, just needing a time.

Your reputation locally is obvious, and that is the hardest part of this business to build.

There's a problem underneath it that isn't anybody's fault. Your reviews are your best salesperson and they live on Google, not on your homepage, where the person deciding between you and the spa down the road never sees them. That's a booking a night that goes somewhere else, and nobody ever knows it happened.

Here's what I'd like to do about it. I'll build South Coast MedSpa a homepage concept — a real one, designed for your business, not a template with your logo dropped in — and send it over. It costs you nothing and there's no obligation attached to it. If you like it we can talk. If you don't, you keep the ideas and I go away.

Want me to send one over?

[Sender Name]
Bothmade","Subject: South Coast MedSpa — here it is

Here it is.

Treatments priced and bookable in two taps, reviews on the same screen, and the memberships made obvious rather than hidden three pages in.

It's a static design rather than a working build, so nothing clicks. I'd rather show you the idea honestly than fake a demo.

Two things I'd like your view on: are prices on the site a help or a headache for you? And which treatment brings you the most new clients?

[Sender Name]",the reviews doing the selling live on Google rather than on the homepage where the decision is made,"No website found in research. Look up the site and address, or call.",field-run-003;med-spa;CA,75,10000,"$5,000","$18,000",06082026
South Gables Dental,info@southgablesdental.com,Cosmetic dentistry,Coral Gables,FL,USA,https://southgablesdental.com,cold-outreach,researched,"Subject: what a smile-makeover patient sees

Hi [First Name],

I spent a while on your site as a patient with a $15k case in mind. They research for months and they research on a phone, at night, alone.

You are obviously good at the dentistry. That is not the problem here.

But there's a structural problem underneath it that isn't anyone's fault. A veneer case is a fifteen-thousand-dollar decision made from before-and-after photos and a price range — and on most practice sites the photos are buried in a subpage and the price is nowhere at all, which reads as expensive rather than as discreet. That's the biggest case of the month deciding not to ring.

So rather than describe what I'd change, I'd rather just build it. I'll put together a homepage concept for South Gables Dental, free, and send it to you. No meeting required to get it, no invoice at the end, no catch. Look at it for two minutes and tell me I'm wrong if I am.

Worth two minutes of your time? Just reply yes.

[Sender Name]
Bothmade","Subject: here it is

Here it is. Two minutes and you have seen it.

Smile-makeover cases up front, the reviews next to them, financing said out loud, and booking that doesn't need your front desk to be awake.

It's a design, not a live site — nothing on it actually clicks yet. I'd rather be straight about that than fake a working demo.

Two questions I'd like your answer to either way: does putting a price range on the site help you or bring you the wrong calls? And is it veneers or implants that pays best for you?

[Sender Name]","a $15k veneer case is decided from before-and-afters and a price range, and neither is easy to reach","Confirm the inbox before sending — info@ is the convention, not a verified address.",field-run-003;cosmetic-dentistry;FL,75,12000,"$6,000","$22,000",06082026
SouthView Cosmetic Dentistry,info@southviewdentistrycharlotte.com,Cosmetic dentistry,Charlotte,NC,USA,https://southviewdentistrycharlotte.com,cold-outreach,researched,"Subject: Charlotte · the 9pm booking problem

Hi [First Name],

I looked at SouthView Cosmetic Dentistry as somebody quietly researching a smile makeover would. On a phone, at night, not ready to ring a front desk yet.

The case work speaks for itself, and the reviews back it up.

But there's a structural problem underneath it that isn't anyone's fault. A veneer case is a fifteen-thousand-dollar decision made from before-and-after photos and a price range — and on most practice sites the photos are buried in a subpage and the price is nowhere at all, which reads as expensive rather than as discreet. One case a month lost that way is more than a website costs, several times over.

I'd like to build you one. A homepage concept for SouthView Cosmetic Dentistry, designed properly, at my expense — not a proposal, not a deck, the actual thing. Yours to keep whether we ever work together or not. Most people who see theirs want to talk. Some don't, and that's genuinely fine.

Want me to send one over?

[Sender Name]
Bothmade","Subject: here it is

Here it is — SouthView Cosmetic Dentistry, as promised.

Smile-makeover cases up front, the reviews next to them, financing said out loud, and booking that doesn't need your front desk to be awake.

It's a static design rather than a working build, so nothing clicks. I'd rather show you the idea honestly than fake a demo.

Two things I'd genuinely like your view on: would you separate the cosmetic patient from the general one like this? And how many cases a month start as a form rather than a call?

[Sender Name]",the cosmetic patient and the check-up patient want opposite things from one homepage,"Confirm the inbox before sending — info@ is the convention, not a verified address.",field-run-003;cosmetic-dentistry;NC,75,12000,"$6,000","$22,000",06082026
Southern Design & Build,info@southerndesignbuild.com,Landscape design build,Dallas,TX,USA,https://southerndesignbuild.com,cold-outreach,researched,"Subject: Dallas · what a design client can't find

Hi [First Name],

I looked at Southern Design & Build as somebody planning a serious outdoor project would: design-led, photo-first, and quietly worried about what it will cost.

The work is beautiful and clearly design-led, which is rarer in this trade than it should be.

But there's a structural problem underneath it that isn't anyone's fault. Design-led buyers choose from images, and your images are shown as a scroll rather than something you can narrow by style, scale or budget. That's a design fee lost to the studio with a better-sorted website.

I'd like to build you one. A homepage concept for Southern Design & Build, designed properly, at my expense — not a proposal, not a deck, the actual thing. Yours to keep whether we ever work together or not. Most people who see theirs want to talk. Some don't, and that's genuinely fine.

Want me to send one over?

[Sender Name]
Bothmade","Subject: the concept, as promised

Here it is. Two minutes and you have seen it.

The portfolio narrowed the way designers choose, and a brief form that captures the lot, the ambition and the timing.

It's a static design rather than a working build, so nothing clicks. I'd rather show you the idea honestly than fake a demo.

Two questions either way: do clients come to you for design or for build first? And would publishing a design fee range help or hurt?

[Sender Name]","design-led buyers choose from images, and the images cannot be narrowed by style, scale or budget","Confirm the inbox before sending — info@ is the convention, not a verified address.",field-run-003;landscape-design-build;TX,75,9000,"$5,000","$16,000",06082026
SpaDerma,,Med spa,Chicago,IL,USA,,cold-outreach,researched,"Subject: Chicago · your regulars vs your website

Hi [First Name],

I looked at SpaDerma as somebody who has decided they want tox and just needs to pick where. Phone, evening, ten minutes of attention, maximum.

The client loyalty in this category is everything and yours reads real.

But there's a structural problem underneath it that isn't anyone's fault. A website can list treatments; it can't take a booking at nine at night, and nine at night is when the decision gets made. Most spa sites hand that moment to a phone number and office hours. Every one of those is revenue that left without leaving a trace.

Here's what I'd like to do about it. I'll build SpaDerma a homepage concept — a real one, designed for your business, not a template with your logo dropped in — and send it over. It costs you nothing and there's no obligation attached to it. If you like it we can talk. If you don't, you keep the ideas and I go away.

Want me to build you one?

[Sender Name]
Bothmade","Subject: here it is

Here it is — SpaDerma, as promised.

Treatments priced and bookable in two taps, reviews on the same screen, and the memberships made obvious rather than hidden three pages in.

It's a static design rather than a working build, so nothing clicks. I'd rather show you the idea honestly than fake a demo.

Two things I'd like your view on: are prices on the site a help or a headache for you? And which treatment brings you the most new clients?

[Sender Name]",the reviews doing the selling live on Google rather than on the homepage where the decision is made,"No website found in research. Look up the site and address, or call.",field-run-003;med-spa;IL,75,10000,"$5,000","$18,000",06082026
Springdale Custom Builders,info@springdalecharlotte.com,Custom home building,Charlotte,NC,USA,https://springdalecharlotte.com,cold-outreach,researched,"Subject: your portfolio, sorted

Hi [First Name],

I went through your site in Charlotte the way a couple with a lot to spend and a specific idea does — looking for the one project that looks like the house in their head.

The homes are genuinely good and the reputation is clearly earned.

There's a problem underneath it that isn't anyone's fault. Your enquiry form asks for a name and a message. So every lead arrives unqualified, and your first call is spent finding out whether the project was ever real instead of talking about the house. And half the calls you do take were never going to be anything.

So rather than describe what I'd change, I'd rather just build it. I'll put together a homepage concept for Springdale Custom Builders, free, and send it to you. No meeting required to get it, no invoice at the end, no catch. Look at it for two minutes and tell me I'm wrong if I am.

Want me to send one over?

[Sender Name]
Bothmade","Subject: here it is

Here it is — Springdale Custom Builders, as promised.

The portfolio filterable by budget band, style and scope, so the couple with a specific project finds their project in about nine seconds.

It's a design, not a live site — nothing on it actually clicks yet. I'd rather be straight about that than fake a working demo.

Two questions I'd genuinely like your view on, whether or not this goes anywhere: is budget band something you'd ever show publicly? And what's the one question you wish every enquiry answered before you called them?

[Sender Name]","the portfolio is the entire product and there is no way to sort it by budget, style or scope","Confirm the inbox before sending — info@ is the convention, not a verified address.",field-run-003;custom-home-building;NC,75,22000,"$12,000","$35,000",06082026
Stacey Folk MD,,Plastic surgery,Denver,CO,USA,,cold-outreach,researched,"Subject: the 11pm version of your site

Hi [First Name],

I went looking for a plastic surgeon in Denver the way a patient actually does — at eleven at night, on a phone, having already read every review twice.

The surgical reputation is clearly there, and the reviews say what reviews for a good practice say.

But something structural is working against you, and it isn't anyone's fault. The decision gets made at night, on a phone, and the two things that make it — the results and the price bracket — are the two hardest things to reach on most practice sites. The patient who was ready doesn't come back tomorrow. She books with the practice whose site answered her at midnight.

So rather than describe what I'd change, I'd rather just build it. I'll put together a homepage concept for Stacey Folk MD, free, and send it to you. No meeting required to get it, no invoice at the end, no catch. Look at it for two minutes and tell me I'm wrong if I am.

Should I put one together for you?

[Sender Name]
Bothmade","Subject: the concept, as promised

Here it is.

Results first, filterable by procedure, sized for a phone — because that's the device and that's the decision. Consult booking sits on the same screen rather than behind a phone number.

It's a design, not a live site — nothing on it actually clicks yet. I'd rather be straight about that than fake a working demo.

Two questions I'd genuinely like your view on either way: which procedure do most of your consult requests come in for? And would you ever let someone book a consult without speaking to your coordinator first?

[Sender Name]",the gallery is what converts a consult and on a phone it is three taps deep and unfilterable,"No website found in research. Look up the site and address, or call.",field-run-003;plastic-surgery;CO,75,16000,"$8,000","$28,000",06082026
Starkman Facial Plastic Surgery,info@scottsdalefacialplastics.com,Plastic surgery,Scottsdale,AZ,USA,https://scottsdalefacialplastics.com,cold-outreach,researched,"Subject: Scottsdale · one thing about your consults

Hi [First Name],

I spent a while on your site as a patient would. Not at a desk — on a phone, at night, comparing you against two other Scottsdale practices with fourteen tabs open.

You are obviously good at this. The work and the reputation both hold up.

But there's a problem underneath it that isn't anyone's fault. Nobody chooses a surgeon from a paragraph. They choose from the gallery, and the gallery is nearly always buried behind a menu, unfilterable, and painful to swipe through on the device it's being viewed on. So the request that would have come in at 11pm doesn't, and by morning she's booked a consult with whoever made it easy.

So rather than describe what I'd change, I'd rather just build it. I'll put together a homepage concept for Starkman Facial Plastic Surgery, free, and send it to you. No meeting required to get it, no invoice at the end, no catch. Look at it for two minutes and tell me I'm wrong if I am.

Worth two minutes of your time? Just reply yes.

[Sender Name]
Bothmade","Subject: the concept, as promised

Here it is.

Results first, filterable by procedure, sized for a phone — because that's the device and that's the decision. Consult booking sits on the same screen rather than behind a phone number.

It's a design, not a live site — nothing on it actually clicks yet. I'd rather be straight about that than fake a working demo.

Two questions I'd genuinely like your view on either way: which procedure do most of your consult requests come in for? And would you ever let someone book a consult without speaking to your coordinator first?

[Sender Name]",the gallery is what converts a consult and on a phone it is three taps deep and unfilterable,"Confirm the inbox before sending — info@ is the convention, not a verified address.",field-run-003;plastic-surgery;AZ,75,16000,"$8,000","$28,000",06082026
Sterling Custom Homes,,Custom home building,Austin,TX,USA,,cold-outreach,researched,"Subject: one thing about your gallery

Hi [First Name],

I looked at Sterling Custom Homes the way people do at the start of this — nervous, doing homework, trying to work out who is going to be easy to work with for eighteen months.

The work itself is the strongest thing you have, and the photography does show it.

But something structural is working against you, and it isn't anybody's fault. What people are actually frightened of is the process — eighteen months, their money, decisions they've never made before — and almost no builder's site addresses that anywhere, so the fear does its work in silence. And half the calls you do take were never going to be anything.

Here's what I'd like to do about it. I'll build Sterling Custom Homes a homepage concept — a real one, designed for your business, not a template with your logo dropped in — and send it over. It costs you nothing and there's no obligation attached to it. If you like it we can talk. If you don't, you keep the ideas and I go away.

Want me to send one over?

[Sender Name]
Bothmade","Subject: Sterling Custom Homes — here it is

Here it is.

A portfolio you can filter and an enquiry that asks about the lot, the budget and the timing — so your first call starts where the third one currently does.

It's a static design rather than a working build, so nothing clicks. I'd rather show you the idea honestly than fake a demo.

Two things I'd like your answer to: do people arrive with a lot already, or before? And would showing the process month by month help you or scare people?

[Sender Name]","the enquiry form asks for a name and a message, so every lead arrives unqualified","No website found in research. Look up the site and address, or call.",field-run-003;custom-home-building;TX,75,22000,"$12,000","$35,000",06082026
Stewart Miller Simmons Trial Attorneys,info@smstrial.com,Personal injury law,Atlanta,GA,USA,https://smstrial.com,cold-outreach,researched,"Subject: Atlanta · what an injured caller needs first

Hi [First Name],

I looked at Stewart Miller Simmons Trial Attorneys the way somebody who has never hired a lawyer before does. Frightened, on a phone, at 2am, not sure they even have a case.

The record is genuinely strong, and in this category that record is the whole product.

There's a problem underneath it that isn't anyone's fault. Intake is the whole business, and most firms send an injured person to a contact form that asks for a name and a message — so nobody can tell a real case from a tyre-kicker until somebody has spent an hour on the phone. And your intake team spends its day sorting cases a form could have sorted.

Here's what I'd like to do about it. I'll build Stewart Miller Simmons Trial Attorneys a homepage concept — a real one, designed for your business, not a template with your logo dropped in — and send it over. It costs you nothing and there's no obligation attached to it. If you like it we can talk. If you don't, you keep the ideas and I go away.

Should I put one together for you?

[Sender Name]
Bothmade","Subject: here it is

Here it is.

Written for the injured person rather than about the firm: what happens next, what it costs to ask, and an intake that triages the case as it's typed.

It's a static design rather than a working build, so nothing clicks. I'd rather show you the idea honestly than fake a demo.

Two things I'd like your answer to: which case type is worth the most to you? And would you let a form triage before a human speaks to them?

[Sender Name]",intake is the whole business and it runs through a form that asks for a name and a message,"Confirm the inbox before sending — info@ is the convention, not a verified address.",field-run-003;personal-injury-law;GA,75,20000,"$10,000","$35,000",06082026
Stock Custom Homes,,Custom home building,Naples,FL,USA,,cold-outreach,researched,"Subject: what your enquiry form doesn't ask

Hi [First Name],

I spent a while in your portfolio the way a homeowner does: hunting for the project that matches their lot, their budget and their taste, in that order.

The homes are genuinely good and the reputation is clearly earned.

But there's a structural problem underneath it that isn't anyone's fault. Your portfolio is the entire product and it's shown as a grid of thumbnails with no way to sort by budget, style or scope. The buyer with a specific project cannot find the one job that looks like theirs, and that project is the only thing that would have convinced them. So they leave without finding it, and go and look at the builder whose site let them filter.

Here's my offer, and it's a simple one. Let me build Stock Custom Homes a homepage concept for free. I'll design it around exactly this problem, send it over, and you decide. There's no obligation and nothing to sign to see it — I'd rather show you what we do than tell you.

Want me to build you one?

[Sender Name]
Bothmade","Subject: the concept, as promised

Here it is — Stock Custom Homes, as promised.

Projects sortable the way people actually choose, plus the process laid out month by month, because that's the thing they're really nervous about.

It's a design, not a live site — nothing on it actually clicks yet. I'd rather be straight about that than fake a working demo.

Two questions I'd genuinely like your view on, whether or not this goes anywhere: is budget band something you'd ever show publicly? And what's the one question you wish every enquiry answered before you called them?

[Sender Name]","the portfolio is the entire product and there is no way to sort it by budget, style or scope","No website found in research. Look up the site and address, or call.",field-run-003;custom-home-building;FL,75,22000,"$12,000","$35,000",06082026
Suncoast Custom Pools,info@sccpools.com,Pool building,Naples,FL,USA,https://sccpools.com,cold-outreach,researched,"Subject: Naples · the backyard problem

Hi [First Name],

I went through your site in Naples the way a homeowner planning a pool does — trying to find a build that looks like their backyard, at roughly their number.

The builds are genuinely impressive, and this is a business that lives or dies on photography.

But there's a structural problem underneath it that isn't anyone's fault. The gallery is the product, and it's shown as one long scroll with no way to sort by size, style, budget or lot shape — so nobody finds the build that resembles their own yard. That's a $90k build going to the company that answered the money question first.

Here's what I'd like to do about it. I'll build Suncoast Custom Pools a homepage concept — a real one, designed for your business, not a template with your logo dropped in — and send it over. It costs you nothing and there's no obligation attached to it. If you like it we can talk. If you don't, you keep the ideas and I go away.

Want me to send one over?

[Sender Name]
Bothmade","Subject: the concept, as promised

Here it is — Suncoast Custom Pools, as promised.

The gallery sorted the way buyers actually choose, plus a timeline that says what happens between signing and swimming.

It's a static design rather than a working build, so nothing clicks. I'd rather show you the idea honestly than fake a demo.

Two questions either way: would you ever publish a starting price? And do people come to you with a design in mind, or a budget?

[Sender Name]","the gallery cannot be sorted by size or budget, so nobody finds a build that looks like their own yard","Confirm the inbox before sending — info@ is the convention, not a verified address.",field-run-003;pool-building;FL,75,10000,"$5,000","$18,000",06082026
Superior Pools of Southwest Florida,info@superiorpools.com,Pool building,Fort Myers,FL,USA,https://superiorpools.com,cold-outreach,researched,"Subject: your build photos, sorted

Hi [First Name],

I went through your site in Fort Myers the way a homeowner planning a pool does — trying to find a build that looks like their backyard, at roughly their number.

The builds are genuinely impressive, and this is a business that lives or dies on photography.

But there's a structural problem underneath it that isn't anyone's fault. The gallery is the product, and it's shown as one long scroll with no way to sort by size, style, budget or lot shape — so nobody finds the build that resembles their own yard. That's a $90k build going to the company that answered the money question first.

Here's what I'd like to do about it. I'll build Superior Pools of Southwest Florida a homepage concept — a real one, designed for your business, not a template with your logo dropped in — and send it over. It costs you nothing and there's no obligation attached to it. If you like it we can talk. If you don't, you keep the ideas and I go away.

Should I put one together for you?

[Sender Name]
Bothmade","Subject: the concept, as promised

Here it is.

The gallery sorted the way buyers actually choose, plus a timeline that says what happens between signing and swimming.

It's a static design rather than a working build, so nothing clicks. I'd rather show you the idea honestly than fake a demo.

Two questions either way: would you ever publish a starting price? And do people come to you with a design in mind, or a budget?

[Sender Name]","the gallery cannot be sorted by size or budget, so nobody finds a build that looks like their own yard","Confirm the inbox before sending — info@ is the convention, not a verified address.",field-run-003;pool-building;FL,75,10000,"$5,000","$18,000",06082026
TIEV Medical Spa,,Med spa,Newport Beach,CA,USA,,cold-outreach,researched,"Subject: Newport Beach · your regulars vs your website

Hi [First Name],

I looked at TIEV Medical Spa as somebody who has decided they want tox and just needs to pick where. Phone, evening, ten minutes of attention, maximum.

Your reputation locally is obvious, and that is the hardest part of this business to build.

But there's a structural problem underneath it that isn't anyone's fault. A website can list treatments; it can't take a booking at nine at night, and nine at night is when the decision gets made. Most spa sites hand that moment to a phone number and office hours. Every one of those is revenue that left without leaving a trace.

Here's what I'd like to do about it. I'll build TIEV Medical Spa a homepage concept — a real one, designed for your business, not a template with your logo dropped in — and send it over. It costs you nothing and there's no obligation attached to it. If you like it we can talk. If you don't, you keep the ideas and I go away.

Want me to build you one?

[Sender Name]
Bothmade","Subject: here it is

Here it is. Two minutes and you have seen it.

Treatments priced and bookable in two taps, reviews on the same screen, and the memberships made obvious rather than hidden three pages in.

It's a static design rather than a working build, so nothing clicks. I'd rather show you the idea honestly than fake a demo.

Two things I'd like your view on: are prices on the site a help or a headache for you? And which treatment brings you the most new clients?

[Sender Name]",the reviews doing the selling live on Google rather than on the homepage where the decision is made,"No website found in research. Look up the site and address, or call.",field-run-003;med-spa;CA,75,10000,"$5,000","$18,000",06082026
Tennessee Valley Homes,info@tennesseevalleyhomes.com,Custom home building,Nashville,TN,USA,https://tennesseevalleyhomes.com,cold-outreach,researched,"Subject: Nashville · the $3M enquiry problem

Hi [First Name],

I looked at Tennessee Valley Homes as somebody about to hand a builder several million dollars would. They look at photos, they look for a long time, and they are trying to find themselves in your work.

Nobody builds at this level by accident — the craft comes across.

But something structural is working against you, and it isn't anybody's fault. What people are actually frightened of is the process — eighteen months, their money, decisions they've never made before — and almost no builder's site addresses that anywhere, so the fear does its work in silence. And half the calls you do take were never going to be anything.

Here's what I'd like to do about it. I'll build Tennessee Valley Homes a homepage concept — a real one, designed for your business, not a template with your logo dropped in — and send it over. It costs you nothing and there's no obligation attached to it. If you like it we can talk. If you don't, you keep the ideas and I go away.

Want me to send one over?

[Sender Name]
Bothmade","Subject: Tennessee Valley Homes — here it is

Here it is.

Projects sortable the way people actually choose, plus the process laid out month by month, because that's the thing they're really nervous about.

It's a static design rather than a working build, so nothing clicks. I'd rather show you the idea honestly than fake a demo.

Two things I'd like your answer to: do people arrive with a lot already, or before? And would showing the process month by month help you or scare people?

[Sender Name]","the enquiry form asks for a name and a message, so every lead arrives unqualified","Confirm the inbox before sending — info@ is the convention, not a verified address.",field-run-003;custom-home-building;TN,75,22000,"$12,000","$35,000",06082026
